issue_id,title,category,category_name,applies_to,applies_to_note,tier,scope_note,countries,era_start,era_end,era_note,severity_1_5,frequency_1_5,blocking,reversible,money_usd_low,money_usd_high,time_days_low,time_days_high,energy_1_5,evidence,confidence,summary,detail_file,detail_count
EDU-002,Sanctions and suspicion attach to Iranian universities,EDU,"Education, credentials and academic recognition",iranians,"Triggered by Iranian nationality, passport or place of birth",primary,,"US,EU,UK,CA",2000,2026,,4,3,partial,no,0,0,60,730,4,estimate,low,"Several Iranian universities carry export-control or sanctions designations. Graduates inherit the association, which affects admission, visa screening and employment even where the individual has no connection to the designated work.",details/EDU-002.csv,4
EDU-003,Ranking and recognition penalties,EDU,"Education, credentials and academic recognition",iranians,"Triggered by Iranian nationality, passport or place of birth",primary,,global,2000,2026,,3,4,no,partial,0,0,0,0,3,estimate,low,"Strong Iranian universities are under-represented in global rankings for reasons partly unrelated to teaching quality - sanctions on indexing and collaboration, limited international co-authorship, and language. Graduates are then assessed against the ranking.",details/EDU-003.csv,3
FIN-001,Bank accounts closed abroad for nationality,FIN,"Banking, money movement and sanctions spillover",iranians,"Triggered by Iranian nationality, passport or place of birth",primary,,"DE,US,CA,IT,MY,UK,AE",2010,2026,,5,3,partial,partial,200,10000,14,365,5,journalism,high,Banks outside Iran have repeatedly closed or refused accounts for Iranian nationals who are lawfully resident and not covered by any sanction - over-compliance rather than legal requirement.,details/FIN-001.csv,10
FIN-002,Money cannot move out of Iran through the banking system,FIN,"Banking, money movement and sanctions spillover",iranians,"Triggered by Iranian nationality, passport or place of birth",primary,,global,2000,2026,,5,5,partial,no,500,50000,7,180,5,estimate,medium,"Iran is disconnected from SWIFT for most purposes. Family savings, property proceeds and salary history cannot be transferred by any traceable route - which is exactly the route immigration systems require.",details/FIN-002.csv,8
FIN-003,"Gold, crypto and stores of value",FIN,"Banking, money movement and sanctions spillover",iranians,"Triggered by Iranian nationality, passport or place of birth",primary,,global,2000,2026,,3,3,partial,partial,100,20000,0,90,4,estimate,low,"Blocked from ordinary banking, Iranians turn to gold and cryptocurrency - and are then blocked from those too, or treated as suspicious for using them.",details/FIN-003.csv,4
EMP-001,Export control closes whole industries,EMP,"Work, licensing, export control and clearance",iranians,"Triggered by Iranian nationality, passport or place of birth",primary,,"US,EU,UK",2000,2026,,5,4,yes,partial,0,200000,0,0,5,official,high,"Under the 'deemed export' rules, letting an Iranian national see controlled technical data counts as exporting to Iran. Because Iran is under arms embargo, the licence that would permit it is effectively unavailable - so defence, aerospace and parts of semiconductors simply do not hire.",details/EMP-001.csv,16
EMP-002,Licensed professions require re-qualification,EMP,"Work, licensing, export control and clearance",all_immigrants,Faced by any immigrant regardless of origin,primary,,"CA,US,AU,UK,DE",2000,2026,,4,4,partial,yes,3000,60000,365,2555,5,estimate,medium,"Doctors, nurses, engineers, lawyers and teachers cannot practise on a foreign credential. Re-qualification costs years and money, and for Iranians the verification step that underpins it is the fragile one.",details/EMP-002.csv,4
EMP-003,Name-based hiring discrimination,EMP,"Work, licensing, export control and clearance",iranians,"Triggered by Iranian nationality, passport or place of birth",primary,,"CA,US,UK,DE,SE,FR",2000,2026,,3,4,no,partial,0,30000,30,365,4,estimate,low,"Field experiments across several countries show identical CVs receive fewer callbacks under a Middle Eastern or Muslim-sounding name. The effect applies before any interview, so it is invisible to the person experiencing it.",details/EMP-003.csv,12
BOR-001,"Blaine, January 2020 - detained for ancestry",BOR,"Borders, airports and secondary inspection",iranians,"Triggered by Iranian nationality, passport or place of birth",primary,,US,2020,2020,,5,2,no,no,0,2000,0,1,5,official,high,"Over a weekend in January 2020, US citizens and permanent residents of Iranian heritage were held for hours at the Peace Arch crossing and questioned about their politics and allegiance. Internal guidance later showed selection by nationality and birth year.",details/BOR-001.csv,9
BOR-002,Routine secondary inspection and device searches,BOR,"Borders, airports and secondary inspection",iranians,"Triggered by Iranian nationality, passport or place of birth",primary,,"US,UK,CA,EU",2000,2026,,4,3,no,no,0,3000,0,2,5,estimate,low,"Outside headline incidents, Iranian travellers report disproportionate secondary inspection, questioning about family and politics, and searches of phones and laptops at the border, where normal warrant protections are weakest.",details/BOR-002.csv,5
STA-001,Years of conditional status before anything is secure,STA,"Status, residency and citizenship timelines",all_immigrants,Faced by any immigrant regardless of origin,primary,,global,2000,2026,,4,5,partial,partial,2000,25000,1095,3650,5,official,medium,"Between arrival and citizenship sit years of permits that must be renewed, each renewal a point at which the whole life can be refused.",details/STA-001.csv,7
STA-002,Iran does not let citizenship go,STA,"Status, residency and citizenship timelines",iranians,"Triggered by Iranian nationality, passport or place of birth",primary,,IR,2000,2026,,4,4,partial,no,0,5000,0,0,4,estimate,medium,"Iran does not recognise renunciation in practice and treats dual nationals as Iranian only. Naturalising elsewhere does not end the Iranian obligations - including, for men, military service.",details/STA-002.csv,8
FAM-001,Parents cannot visit,FAM,"Family, reunification and visitors",iranians,"Triggered by Iranian nationality, passport or place of birth",primary,,"CA,US,UK,EU",2000,2026,,4,4,partial,partial,200,3000,60,365,5,official,medium,Visitor visas for Iranian parents are refused at high rates on 'ties' and 'intent' grounds. The practical effect is that grandparents never meet grandchildren and nobody attends anybody's funeral.,details/FAM-001.csv,6
TEC-001,Locked out of the tools of the trade,TEC,"Technology, platforms and digital exclusion",iranians,"Triggered by Iranian nationality, passport or place of birth",primary,,global,2018,2026,,4,4,partial,partial,0,20000,7,180,5,journalism,high,"US platforms blocked Iranian users on sanctions grounds - including users who had left Iran years earlier - cutting off source control, cloud, payments and app distribution.",details/TEC-001.csv,10
DIS-001,Everyday nationality friction,DIS,Discrimination and daily life,iranians,"Triggered by Iranian nationality, passport or place of birth",primary,,global,2000,2026,,2,4,no,partial,0,3000,1,90,4,estimate,low,"Car hire, insurance, tenancy screening, payment processors and background-check vendors all run sanctions screens. Each one occasionally returns a false positive on an Iranian name or birthplace, and each must be argued individually.",details/DIS-001.csv,6
HLT-001,The cost of indefinite uncertainty,HLT,"Health, mental load and the cost of uncertainty",all_immigrants,Faced by any immigrant regardless of origin,primary,,global,2000,2026,,4,5,no,partial,0,10000,0,0,5,estimate,low,Years of pending status with no decision date is a documented stressor distinct from a bad outcome. Waiting without a deadline is the specific harm.,details/HLT-001.csv,6
LEG-001,Legal help is expensive and mostly unavailable,LEG,"Asylum, legal process and representation",all_immigrants,Faced by any immigrant regardless of origin,primary,,global,2000,2026,,4,4,partial,partial,1500,30000,0,0,4,estimate,medium,"Immigration law is complex, consequential and largely outside legal aid. Most people navigate it alone or pay heavily.",details/LEG-001.csv,4
RET-001,The one-way door,RET,"Return, exit and the one-way-door problem",iranian_men,Requires both Iranian nationality and being male,primary,,IR,2000,2026,,5,4,yes,no,0,0,0,0,5,estimate,medium,"For many Iranian men the decision to leave is effectively irreversible: conscription liability, political exposure or asylum claim all make return unsafe or impossible. Every other hurdle is faced with no fallback.",details/RET-001.csv,6
BOR-003,Selectee screening at US airports,BOR,"Borders, airports and secondary inspection",iranians,"Triggered by Iranian nationality, passport or place of birth",primary,,US,2000,2026,,3,4,no,no,0,2000,0,1,4,official,medium,"Beyond land borders, Iranian travellers report being marked SSSS on boarding passes far more often than chance would suggest. The mechanism is documented; the selection rates are secret.",details/BOR-003.csv,7
VIS-006,The air route itself keeps disappearing,VIS,"Visas, permits and the right to arrive",iranians,"Triggered by Iranian nationality, passport or place of birth",primary,,"IR,EU",2018,2026,,3,3,partial,partial,200,3000,1,30,4,journalism,medium,"Direct flights between Iran and Europe have repeatedly been suspended - by sanctions, by safety, by war and by single incidents. Each suspension strands people mid-journey and forces longer, costlier routings.",details/VIS-006.csv,9
EDU-004,The English test itself became unavailable,EDU,"Education, credentials and academic recognition",iranians,"Triggered by Iranian nationality, passport or place of birth",primary,,IR,2026,2026,,5,5,yes,partial,600,2500,14,120,5,journalism,high,"In 2026 the standard English proficiency tests stopped being offered inside Iran - IELTS in January, then TOEFL, GRE and Duolingo after OFAC suspended the licence that permitted educational services to Iranians.",details/EDU-004.csv,8
EDU-005,ATAS: refused with no reason given,EDU,"Education, credentials and academic recognition",iranians,"Triggered by Iranian nationality, passport or place of birth",primary,,UK,2000,2026,,4,4,yes,partial,0,2000,30,180,5,official,high,"Iranian postgraduates in UK STEM subjects must obtain ATAS clearance. Iran is not on the exemption list, refusals are not explained, and a refusal blocks the visa entirely.",details/EDU-005.csv,10
EDU-006,Sanctioned universities: the degree carries the designation,EDU,"Education, credentials and academic recognition",iranians,"Triggered by Iranian nationality, passport or place of birth",primary,,"EU,UK,JP",2012,2026,,4,3,partial,no,0,0,30,730,4,official,high,"Sharif University of Technology - Iran's leading engineering school - has been sanctioned by the EU, UK and Japan. Its graduates carry the association through every subsequent visa, job and clearance check.",details/EDU-006.csv,7
MIL-003,IRGC conscription and Canadian inadmissibility,MIL,Military service and the male exit problem,iranian_men,Requires both Iranian nationality and being male,primary,,CA,2024,2026,,5,3,yes,partial,5000,40000,180,1460,5,official,high,Canada listed the IRGC as a terrorist entity in June 2024. Men who were conscripted into IRGC-affiliated units - an assignment they did not choose - now face inadmissibility for 'membership' in a listed entity.,details/MIL-003.csv,9
LEG-002,German asylum decisions on Iran got harsher as Iran got worse,LEG,"Asylum, legal process and representation",iranians,"Triggered by Iranian nationality, passport or place of birth",primary,,DE,2023,2026,,5,4,partial,partial,1000,15000,365,1460,5,ngo,high,"Germany's protection rate for substantively examined Iranian claims fell from 45% to 27% between 2023 and 2025, while repression inside Iran intensified. Men fare worse than women.",details/LEG-002.csv,7
FIN-004,"Getting money out legally, if you are a US person",FIN,"Banking, money movement and sanctions spillover",iranians,"Triggered by Iranian nationality, passport or place of birth",primary,,"US,IR",2000,2026,,4,3,partial,partial,2000,40000,90,730,5,legal,medium,"OFAC permits sale and transfer of inherited property or property owned before becoming a US person. Everything else needs a specific licence, and the routing runs through third countries.",details/FIN-004.csv,6
FIN-005,"Iran charges you to leave, and limits what you take",FIN,"Banking, money movement and sanctions spillover",iranian_men,Requires both Iranian nationality and being male,primary,,IR,2000,2026,,3,5,no,no,20,600,0,2,3,official,medium,"A tiered departure tax rises with each trip in a solar year, and hard limits cap the currency, gold and goods that may leave with you.",details/FIN-005.csv,6
DIS-002,"Housing, licences and the ordinary machinery of settling",DIS,Discrimination and daily life,all_immigrants,Faced by any immigrant regardless of origin,primary,,global,2000,2026,,3,5,partial,yes,1000,15000,30,730,5,estimate,low,"The unglamorous layer: finding a flat with no local credit history, exchanging a driving licence, enrolling children, and re-establishing every routine relationship that a settled person already has.",details/DIS-002.csv,5
FAM-002,"Nationality passes down, and so does the obligation",FAM,"Family, reunification and visitors",iranian_men,Requires both Iranian nationality and being male,primary,,IR,2000,2026,,3,3,no,no,0,20000,0,0,4,estimate,low,"Iranian nationality descends from the father. A man who emigrates and has sons abroad passes them Iranian nationality - and with it, in principle, the conscription liability he left to escape.",details/FAM-002.csv,4
BOR-004,"Deported on arrival, holding a valid visa",BOR,"Borders, airports and secondary inspection",iranians,"Triggered by Iranian nationality, passport or place of birth",primary,,US,2019,2021,,5,3,yes,no,2000,60000,180,730,5,journalism,high,"Between 2019 and 2021 Iranian students who had passed a year of vetting, been granted visas and flown to the United States were detained at the airport, had their visas revoked on the spot, and were put on a plane home.",details/BOR-004.csv,10
DIS-003,Refused service by private businesses,DIS,Discrimination and daily life,iranians,"Triggered by Iranian nationality, passport or place of birth",primary,,"US,EU",2012,2026,,3,3,no,partial,0,2000,0,30,5,journalism,high,"Shop staff, banks and platforms enforce sanctions themselves, at the counter, against customers who are lawfully present and often citizens. Speaking Persian in the wrong shop has been enough.",details/DIS-003.csv,8
LOG-001,"The appointment does not exist, and then it costs EUR 1,000",LOG,"Logistics: appointments, queues, couriers and the physical mechanics",iranians,"Triggered by Iranian nationality, passport or place of birth",primary,,"EU,TR,AE",2022,2026,,4,4,partial,partial,100,3000,30,365,5,journalism,high,Consular appointment systems are scraped by bots the instant slots open. The slots are free on the official site and unobtainable there; brokers resell them for hundreds of euros.,details/LOG-001.csv,9
LOG-002,Iran's only consular presence in the US is a pass-through,LOG,"Logistics: appointments, queues, couriers and the physical mechanics",iranians,"Triggered by Iranian nationality, passport or place of birth",primary,,"US,IR",2000,2026,,4,4,partial,partial,200,1500,42,98,5,official,high,"There has been no Iranian embassy in the United States since 1980. The Interests Section, hosted inside the Pakistani embassy, is the only body authorised to provide Iranian consular services - and it decides almost nothing.",details/LOG-002.csv,8
LOG-003,You must surrender your only passport to renew it,LOG,"Logistics: appointments, queues, couriers and the physical mechanics",iranians,"Triggered by Iranian nationality, passport or place of birth",primary,,"US,EU,CA",2000,2026,,4,4,partial,yes,0,5000,42,98,5,journalism,medium,"Renewal requires submitting the existing Iranian passport. For six to fourteen weeks the applicant holds no Iranian travel document at all - and, if their status abroad depends on it, no way to prove anything.",details/LOG-003.csv,5
LOG-004,The arrival catch-22,LOG,"Logistics: appointments, queues, couriers and the physical mechanics",all_immigrants,Faced by any immigrant regardless of origin,primary,,global,2000,2026,,4,5,partial,yes,500,8000,14,180,5,estimate,medium,A bank account needs an address. A tenancy needs a bank account and a payslip. A job needs a bank account and a phone number. A phone contract needs an address and a credit check. Every door requires a key kept behind another door.,details/LOG-004.csv,6
LOG-005,"Moving a life, by weight",LOG,"Logistics: appointments, queues, couriers and the physical mechanics",all_immigrants,Faced by any immigrant regardless of origin,primary,,global,2000,2026,,3,5,no,no,500,15000,30,180,5,estimate,low,"Everything that is not paperwork has to physically travel, be stored, be sold or be abandoned. For Iranians the shipping route itself is constrained by sanctions and by export limits on the way out.",details/LOG-005.csv,5
LOG-006,"Everything must be done in person, in another city",LOG,"Logistics: appointments, queues, couriers and the physical mechanics",iranians,"Triggered by Iranian nationality, passport or place of birth",primary,,global,2000,2026,,4,5,partial,partial,300,6000,10,90,5,estimate,medium,"Biometrics, interviews, document collection and medical examinations each require physical attendance at a designated centre, often in another country, each on a date set by someone else.",details/LOG-006.csv,5
LOG-007,Single points of failure in a paper chain,LOG,"Logistics: appointments, queues, couriers and the physical mechanics",iranians,"Triggered by Iranian nationality, passport or place of birth",primary,,global,2000,2026,,3,4,partial,partial,100,3000,14,180,5,estimate,low,"The legalised, translated, stamped original exists in one copy, and it travels by courier between countries that do not have reliable postal relations.",details/LOG-007.csv,6
NAM-001,"One person, many spellings",NAM,"Names: transliteration, misspelling and identity mismatch",iranians,"Triggered by Iranian nationality, passport or place of birth",primary,,global,2000,2026,,3,5,partial,partial,50,3000,7,365,5,estimate,medium,"Persian has no single Latin transliteration, so the same name is spelled differently on the passport, the degree, the bank record and the visa. Every mismatch reads to a system as a possible different person.",details/NAM-001.csv,10
NAM-002,"The spelling someone else chose, permanently",NAM,"Names: transliteration, misspelling and identity mismatch",iranians,"Triggered by Iranian nationality, passport or place of birth",primary,,global,2000,2026,,3,4,partial,partial,100,5000,30,730,5,estimate,medium,"A clerk types the name wrong once, and the error propagates. Later systems are populated from the earlier record, so the original typo becomes the authoritative version and correcting it means correcting everything downstream.",details/NAM-002.csv,11
NAM-003,The name as a flag,NAM,"Names: transliteration, misspelling and identity mismatch",iranians,"Triggered by Iranian nationality, passport or place of birth",primary,,global,2000,2026,,3,5,no,partial,0,30000,1,365,5,estimate,low,"Beyond mismatch, the name itself is a signal. It triggers sanctions screening false positives, changes callback rates on job applications, and marks the holder before any conversation happens.",details/NAM-003.csv,6
ARB-001,"Denied something you were entitled to, by mistake",ARB,"Discretion, clerical error and the agent who got it wrong",all_immigrants,Faced by any immigrant regardless of origin,primary,,"CA,US,EU,UK",2000,2026,,4,4,partial,partial,200,50000,7,365,5,journalism,medium,Eligibility is decided at a counter by a person who may not know the rule. A wrong refusal is not recorded as a refusal - it is recorded as nothing - and the applicant simply does not have the thing they were entitled to.,details/ARB-001.csv,8
ARB-002,The outcome depends on which officer you get,ARB,"Discretion, clerical error and the agent who got it wrong",iranians,"Triggered by Iranian nationality, passport or place of birth",primary,,global,2000,2026,,4,5,partial,partial,0,20000,0,1095,5,official,medium,"Discretionary standards - 'satisfied that', 'reasonable grounds', 'sufficient ties' - mean two identical files decided by two officers produce opposite results, and neither is wrong.",details/ARB-002.csv,10
ARB-003,Nobody is accountable for the delay,ARB,"Discretion, clerical error and the agent who got it wrong",iranians,"Triggered by Iranian nationality, passport or place of birth",primary,,"CA,US",2000,2026,,5,4,partial,no,3000,15000,180,3650,5,legal,high,"Where a decision simply does not arrive, there is no decision to appeal, no service standard that binds, and no official who owns the file.",details/ARB-003.csv,6
VIS-007,"Single-entry visas, and only for the wrong subjects",VIS,"Visas, permits and the right to arrive",iranians,"Triggered by Iranian nationality, passport or place of birth",primary,,US,2010,2026,,5,4,partial,no,1200,6000,60,730,5,journalism,medium,"Multiple-entry US student visas were opened to Iranians in 2010 - but only for social sciences. Students in technical fields get single entry, so leaving the country once ends the visa. And nobody is told which category they are in.",details/VIS-007.csv,6
BOR-005,"Georgia: visa-free, and refused at the door",BOR,"Borders, airports and secondary inspection",iranians,"Triggered by Iranian nationality, passport or place of birth",primary,,GE,2018,2026,,5,4,yes,no,300,5000,1,30,5,journalism,high,"Georgia is one of the few countries Iranians can enter without a visa, which made it a refuge. Since 2021 Iranians have been turned back at Tbilisi airport and the land borders in large numbers, with no reason given and no appeal.",details/BOR-005.csv,10
EDU-007,The Netherlands barred Iranians from whole degree programmes,EDU,"Education, credentials and academic recognition",iranians,"Triggered by Iranian nationality, passport or place of birth",primary,,NL,2008,2026,,5,3,yes,partial,0,100000,365,1095,5,official,high,From July 2008 Dutch policy forbade Iranian nationals - including Dutch citizens of Iranian descent holding no Iranian passport - from nine degree programmes and several research facilities. A court struck it down in 2010 as discrimination.,details/EDU-007.csv,7
LEG-003,Australia: detained forever because Iran will not take you back,LEG,"Asylum, legal process and representation",iranian_men,Requires both Iranian nationality and being male,primary,,AU,2013,2026,,5,3,yes,no,0,0,365,4000,5,legal,high,"Iran refuses to accept citizens deported against their will. Australia detains refused asylum seekers to facilitate removal. The result is detention with no end, lawful because the detainee could theoretically consent to return.",details/LEG-003.csv,7
STA-003,"Turkey: the address decides, and the address is closed",STA,"Status, residency and citizenship timelines",iranians,"Triggered by Iranian nationality, passport or place of birth",primary,,TR,2022,2026,,3,4,partial,partial,500,8000,30,365,4,journalism,medium,"Turkey restricts residence permits by neighbourhood rather than by nationality. Iranians are named among the reasons for the policy, and an application at a closed address is rejected automatically.",details/STA-003.csv,6
STA-004,UAE: residency cancelled while you were abroad,STA,"Status, residency and citizenship timelines",iranians,"Triggered by Iranian nationality, passport or place of birth",primary,,AE,2026,2026,,5,3,yes,no,5000,500000,1,365,5,journalism,medium,"In 2026 Iranian residents of the UAE - including ten-year golden visa holders - found their residency revoked while they were outside the country, with no right of return and their property, accounts and children's schooling attached to the Emirates ID they no longer had.",details/STA-004.csv,8
VIS-008,Japan: the visa waiver that was cancelled underneath them,VIS,"Visas, permits and the right to arrive",iranian_men,Requires both Iranian nationality and being male,primary,,JP,2000,2026,Waiver from 1974; boom 1989-1992; cancelled spring 1992.,4,2,yes,no,0,0,0,0,4,official,high,Japan and Iran had mutual visa-free travel. Tens of thousands of young Iranian men came to work after the Iran-Iraq war; Japan cancelled the waiver in 1992 and the population collapsed. The clearest historical case of a door opening and shutting on one cohort.,details/VIS-008.csv,6
ARB-004,The bail you cannot post because your family is in Iran,ARB,"Discretion, clerical error and the agent who got it wrong",iranian_men,Requires both Iranian nationality and being male,primary,,US,2000,2026,,5,2,yes,partial,1500,25000,30,730,5,legal,medium,"Bond decisions turn on ties to the country - family, length of residence, employment. A recently-arrived student with all his relatives in Iran scores zero on every limb, so detention continues for having emigrated recently.",details/ARB-004.csv,9
PSY-001,"Being read as a threat, and starting to read yourself that way",PSY,"Psychological and social load, and what it costs downstream",iranian_men,Requires both Iranian nationality and being male,secondary,,global,2000,2026,,4,5,no,partial,0,50000,0,0,5,estimate,medium,"Twenty years of screening, secondary inspection and 'are you now or have you ever been' teaches a specific lesson: that you are a risk to be managed. People begin pre-managing themselves, and the self-editing costs more than the screening did.",details/PSY-001.csv,5
PSY-002,The gratitude imperative,PSY,"Psychological and social load, and what it costs downstream",all_immigrants,Faced by any immigrant regardless of origin,secondary,,"US,CA,EU,AU",2000,2026,,3,5,no,partial,0,0,0,0,5,official,high,"Host societies expect appreciation, and the expectation is itself a form of control - it makes criticism, grief and ordinary complaint look like ingratitude. Scholars argue the duty does not actually exist.",details/PSY-002.csv,7
PSY-003,Being counted as a cost,PSY,"Psychological and social load, and what it costs downstream",all_immigrants,Faced by any immigrant regardless of origin,secondary,,"US,CA,EU",2000,2026,,3,5,no,no,0,0,0,0,4,official,high,"Public opinion treats immigrants as a net drain on the welfare state, largely inaccurately. Living inside a story about yourself that the evidence does not support is its own chronic load.",details/PSY-003.csv,6
PSY-004,The intimate market,PSY,"Psychological and social load, and what it costs downstream",iranian_men,Requires both Iranian nationality and being male,secondary,,"US,CA,EU",2000,2026,,3,4,no,partial,0,0,0,0,4,official,medium,"Dating and partner formation are stratified by ethnicity in measurable ways, and immigration status narrows the field further. The popular version of this claim is stronger than the data - which matters, because the belief does damage independent of the reality.",details/PSY-004.csv,7
PSY-005,Vulnerability in relationships where status is asymmetric,PSY,"Psychological and social load, and what it costs downstream",all_immigrants,Faced by any immigrant regardless of origin,secondary,,global,2000,2026,,4,3,no,partial,0,30000,0,1095,5,estimate,low,"Where one partner's right to remain depends on the other, or on a job the other controls, ordinary relationship conflict acquires immigration consequences. The asymmetry is structural, not a matter of character.",details/PSY-005.csv,10
PSY-006,The bandwidth tax,PSY,"Psychological and social load, and what it costs downstream",all_immigrants,Faced by any immigrant regardless of origin,secondary,,global,2000,2026,,4,5,no,yes,0,100000,0,0,5,official,high,"Scarcity of any kind consumes the mental capacity normally used for planning, problem-solving and self-control. This is measured, it is large, and it is the honest mechanism behind 'I used to have ideas'.",details/PSY-006.csv,8
PSY-007,The body keeps the score,PSY,"Psychological and social load, and what it costs downstream",iranians,"Triggered by Iranian nationality, passport or place of birth",secondary,,global,2000,2026,,4,4,no,partial,0,200000,0,0,5,official,medium,"Chronic discrimination stress shows up physiologically - cardiovascular risk, metabolic and immune dysregulation. The pain and fatigue link is plausible and much less well evidenced than the cardiac one.",details/PSY-007.csv,7
