issue_id,title,category,category_name,applies_to,applies_to_note,tier,scope_note,countries,era_start,era_end,era_note,severity_1_5,frequency_1_5,blocking,reversible,money_usd_low,money_usd_high,time_days_low,time_days_high,energy_1_5,evidence,confidence,summary,detail_file,detail_count
LND-002,"Demolition, at 4.7 structures a day",LND,"Land, home demolition and the building permit nobody gets",under_occupation,"Faced by anyone living under the occupation, any gender",primary,,PS,2000,2026,,5,4,yes,no,10000,150000,30,1825,5,official,high,Demolition for want of a permit is not an occasional event. It runs at a measured daily rate and the rate is rising.,details/LND-002.csv,7
LND-003,Punitive demolition: the family pays for the accused,LND,"Land, home demolition and the building permit nobody gets",under_occupation,"Faced by anyone living under the occupation, any gender",primary,,PS,2000,2026,,5,3,yes,no,20000,150000,0,0,5,official,high,"Separately from permit demolitions, homes are demolished as punishment for an attack allegedly committed by a family member - frequently before any trial, and always against people not accused of anything.",details/LND-003.csv,5
SET-001,Settler violence at five incidents a day,SET,Settler violence and the segregated road regime,under_occupation,"Faced by anyone living under the occupation, any gender",primary,,PS,2006,2026,,5,5,partial,no,500,30000,10,200,5,official,high,"Attacks by settlers on Palestinian people and property reached the highest levels OCHA has recorded since it began counting in 2006, and the UN human rights office finds they occur with the acquiescence or participation of security forces.",details/SET-001.csv,5
SET-002,"The olive harvest, and being let onto your own land for one day",SET,Settler violence and the segregated road regime,under_occupation,"Faced by anyone living under the occupation, any gender",primary,,PS,2000,2026,,4,4,yes,no,500,15000,5,60,5,official,high,"The harvest is both the agricultural year and the cultural one. It now runs under a coordination regime that grants access late, briefly, and to a fraction of the land.",details/SET-002.csv,4
SET-003,"Impunity, and what it does to the arithmetic",SET,Settler violence and the segregated road regime,under_occupation,"Faced by anyone living under the occupation, any gender",secondary,,PS,2000,2026,,4,4,partial,no,0,0,0,0,5,estimate,low,"Where attacks are rarely prosecuted, the cost-benefit facing both the attacker and the victim changes permanently, and the victim's rational response looks from outside like passivity.",details/SET-003.csv,5
DET-001,Administrative detention: held on material you cannot see,DET,"Detention, military courts and the prison system",under_occupation,"Faced by anyone living under the occupation, any gender",primary,,PS,2000,2026,,5,4,yes,partial,2000,50000,180,2190,5,official,high,"Detention without charge or trial, on secret evidence, for renewable six-month periods with no limit on renewals. There is no allegation to answer because none is made.",details/DET-001.csv,7
DET-002,A court system with a conviction rate above 99%,DET,"Detention, military courts and the prison system",under_occupation,"Faced by anyone living under the occupation, any gender",primary,,PS,2000,2026,,5,4,yes,no,2000,40000,90,3650,5,official,high,"West Bank Palestinians are tried by military courts. The conviction rate is such that the trial is not meaningfully a contest, and every strategy is built around plea rather than defence.",details/DET-002.csv,5
DET-003,Women in detention,DET,"Detention, military courts and the prison system",palestinian_women,Requires both Palestinian identity and being female,primary,,PS,2000,2026,,5,3,yes,no,1000,30000,30,1825,5,ngo,medium,"Women detainees face the general conditions plus a set of specific ones - strip searches, menstrual management with no supplies, and the certainty that detention itself will follow them socially afterwards.",details/DET-003.csv,5
DET-004,"No conjugal visits, and what people did about it",DET,"Detention, military courts and the prison system",palestinian_women,Requires both Palestinian identity and being female,primary,,PS,2012,2026,,4,2,yes,no,2000,15000,180,1095,5,journalism,high,"Israel does not grant conjugal visits to Palestinian security prisoners. The response - smuggling sperm out for IVF - is one of the strangest and best-documented adaptations in this dataset, and the state has moved against the children it produced.",details/DET-004.csv,6
MED-001,"The medical permit, and the difference between denial and silence",MED,"Health access, referrals and the medical permit",under_occupation,"Faced by anyone living under the occupation, any gender",primary,,PS,2007,2026,,5,4,yes,partial,200,20000,14,365,5,official,high,"Specialist care is largely outside Gaza and outside the West Bank's reach, so treatment requires an exit permit. The permit is rarely refused outright; it is more often simply not answered before the appointment passes.",details/MED-001.csv,6
MED-002,Travelling to treatment alone,MED,"Health access, referrals and the medical permit",palestinian_women,Requires both Palestinian identity and being female,primary,,PS,2007,2026,,4,4,yes,partial,100,3000,7,90,5,official,medium,"A patient may be approved while the person who would accompany her is not. For children, the elderly and women travelling to unfamiliar cities, the companion permit is the one that decides whether the journey happens.",details/MED-002.csv,5
MED-003,Which illness you have decides your odds at the window,MED,"Health access, referrals and the medical permit",under_occupation,"Faced by anyone living under the occupation, any gender",primary,,PS,2007,2026,,4,3,partial,partial,200,10000,14,180,4,official,medium,"Approval rates vary substantially by medical specialty, which means the permit system performs a form of triage that no clinician designed and no patient is told about.",details/MED-003.csv,4
MED-004,Evacuation as the only remaining option,MED,"Health access, referrals and the medical permit",under_occupation,"Faced by anyone living under the occupation, any gender",primary,,PS,2023,2026,,5,4,yes,no,500,30000,30,730,5,official,high,"Where the health system is destroyed rather than merely restricted, treatment means leaving the territory entirely - a process with a small quota, a closed crossing and no return guarantee.",details/MED-004.csv,5
WOM-001,Giving birth at a checkpoint,WOM,"Women: the body, birth, guardianship and personal status law",palestinian_women,Requires both Palestinian identity and being female,primary,,PS,2000,2026,,5,3,yes,no,200,10000,1,90,5,official,medium,"The most documented single intersection of occupation and gender. Labour does not wait for a gate to open, and the road between a village and a maternity ward has soldiers on it.",details/WOM-001.csv,8
WOM-002,"Two authorities, one journey: the guardian rule on top of the permit",WOM,"Women: the body, birth, guardianship and personal status law",palestinian_women,Requires both Palestinian identity and being female,primary,,PS,2021,2026,,5,3,yes,partial,200,5000,30,730,5,ngo,high,"A Palestinian woman in Gaza needs Israel's permission to leave and, since 2021, may be stopped by a male relative's application to a court. Either alone would be a hurdle; together they are a trap with two keys and she holds neither.",details/WOM-002.csv,7
WOM-003,"Personal status law: two territories, two codes, neither written here",WOM,"Women: the body, birth, guardianship and personal status law",palestinian_women,Requires both Palestinian identity and being female,primary,,PS,1954,2026,,4,5,partial,no,500,50000,90,1825,5,official,high,"Family law in the West Bank is Jordanian, in Gaza it is Egyptian, and both predate the Palestinian Authority. A woman's rights in marriage, divorce, custody and inheritance depend on which occupation-era statute her postcode inherited.",details/WOM-003.csv,7
WOM-004,The killing that gets a reduced sentence,WOM,"Women: the body, birth, guardianship and personal status law",palestinian_women,Requires both Palestinian identity and being female,primary,,PS,1960,2026,,5,3,yes,no,0,0,0,0,5,legal,high,"The provision granting a pardoning excuse for so-called honour killings was annulled in 2011. The articles that reduce the sentence anyway were not, and the courts continue to use them.",details/WOM-004.csv,8
WOM-005,Managing a period when there is nothing to manage it with,WOM,"Women: the body, birth, guardianship and personal status law",palestinian_women,Requires both Palestinian identity and being female,primary,,PS,2023,2026,,4,5,partial,partial,20,600,5,90,5,journalism,medium,"Under siege and displacement, menstruation becomes a logistics problem with no supplies, no privacy, no water and no disposal - and the coping strategy that emerged is pharmacological.",details/WOM-005.csv,7
WOM-006,Being pregnant while it is happening,WOM,"Women: the body, birth, guardianship and personal status law",palestinian_women,Requires both Palestinian identity and being female,primary,,PS,2023,2026,,5,4,yes,no,100,20000,30,365,5,journalism,high,"Pregnancy does not pause for a war. Where the health system has collapsed, the ordinary complications become fatal and the ordinary procedures are performed without anaesthesia.",details/WOM-006.csv,7
WOM-007,"Early marriage, and the reasons that are not tradition",WOM,"Women: the body, birth, guardianship and personal status law",palestinian_women,Requires both Palestinian identity and being female,secondary,,PS,2000,2026,,4,4,partial,no,0,50000,365,10950,5,official,medium,"Marriage ages are set at 18 in the West Bank and 17 in Gaza and can be lowered by a judge with a guardian's approval. Where movement, education and income are all constrained, marriage becomes the available route and the constraint is read afterwards as culture.",details/WOM-007.csv,5
FAM-001,The family unification freeze,FAM,"Family separation, reunification and split households",palestinians,"Triggered by Palestinian identity, ID, passport or origin, anywhere",primary,,"IL,PS",2002,2026,,5,3,yes,no,2000,80000,365,7300,5,legal,high,Since 2002 Israelis and Jerusalem residents have been barred from obtaining status for a Palestinian spouse from the occupied territory. The measure was temporary in 2002 and is still in force.,details/FAM-001.csv,7
FAM-002,Living together illegally in your own country,FAM,"Family separation, reunification and split households",palestinians,"Triggered by Palestinian identity, ID, passport or origin, anywhere",primary,,PS,2000,2026,,5,3,yes,no,1000,40000,365,7300,5,ngo,high,"Where the registry will not align two spouses' addresses, the family lives together in breach of the rules, in constant exposure to detention and forcible transfer.",details/FAM-002.csv,5
FAM-003,Visiting someone in prison,FAM,"Family separation, reunification and split households",palestinian_women,Requires both Palestinian identity and being female,secondary,,"PS,IL",2000,2026,,4,4,partial,partial,300,4000,24,300,5,estimate,low,"Prison visits require a permit, a route through several checkpoints, an entire day, and frequently end in refusal at the last gate. The person doing this is almost always a woman.",details/FAM-003.csv,4
FAM-004,The family spread across four jurisdictions,FAM,"Family separation, reunification and split households",palestinians,"Triggered by Palestinian identity, ID, passport or origin, anywhere",primary,,*,1948,2026,,4,5,yes,no,500,20000,30,365,5,estimate,low,"An ordinary extended family may hold West Bank, Gaza, Jerusalem, Israeli and diaspora documents. No single event - a wedding, a funeral, an anniversary - can lawfully be attended by all of them.",details/FAM-004.csv,5
EDU-001,The university as a target,EDU,"Education, universities and credentials",under_occupation,"Faced by anyone living under the occupation, any gender",primary,,PS,2000,2026,,5,4,partial,partial,500,20000,30,1095,5,official,high,"Palestinian universities are raided, their students detained in numbers, and UN experts describe this as systematic policy rather than episodic violence.",details/EDU-001.csv,5
EDU-002,Winning the scholarship and not being able to take it,EDU,"Education, universities and credentials",palestinians,"Triggered by Palestinian identity, ID, passport or origin, anywhere",primary,,*,2000,2026,,5,4,yes,no,500,40000,90,730,5,journalism,high,"Admission is the easy part. The visa, the exit permit, the guardian's consent and the crossing all have to align, and each is separately capable of ending it.",details/EDU-002.csv,5
EDU-003,A qualification from a place the world is unsure about,EDU,"Education, universities and credentials",palestinians,"Triggered by Palestinian identity, ID, passport or origin, anywhere",primary,,*,2000,2026,,4,4,partial,partial,300,15000,90,1460,5,estimate,low,"Credential recognition assumes a stable issuing authority, an archive that can be written to, and a postal route. Where those are damaged, a real degree becomes unprovable.",details/EDU-003.csv,5
WRK-001,A work permit tied to one employer,WRK,"Work, permits, brokers and wage theft",under_occupation,"Faced by anyone living under the occupation, any gender",primary,,"PS,IL",2000,2026,,4,5,yes,partial,500,10000,30,365,5,ngo,high,"The permit is issued in an Israeli employer's name after an army security clearance. It binds the worker to that employer, that area and a curfew, which is the structural cause of everything in WRK-002.",details/WRK-001.csv,5
WRK-002,The broker who sells you your own permit,WRK,"Work, permits, brokers and wage theft",under_occupation,"Faced by anyone living under the occupation, any gender",primary,,"PS,IL",2010,2026,,4,5,partial,partial,400,12000,0,30,5,official,high,"A permit bound to one employer and issued in scarce quantities produces a black market. It is large, measured by Israel's own central bank, and the worker pays for it out of the wage the permit lets him earn.",details/WRK-002.csv,7
WRK-003,Wage theft that cannot be reported,WRK,"Work, permits, brokers and wage theft",under_occupation,"Faced by anyone living under the occupation, any gender",secondary,,IL,2000,2026,,4,5,partial,partial,500,15000,0,0,5,ngo,high,"Where the intermediary collects the wage, the worker often does not know who the employer legally is - which makes every labour protection unusable.",details/WRK-003.csv,4
WRK-004,"Women's work, and why the participation rate is what it is",WRK,"Work, permits, brokers and wage theft",palestinian_women,Requires both Palestinian identity and being female,secondary,,PS,2000,2026,,4,5,partial,partial,2000,100000,0,0,5,estimate,low,"Female labour force participation is very low, and the usual explanation is culture. The mechanical explanations - checkpoints, childcare, permit exclusion and safety - come first.",details/WRK-004.csv,5
FIN-001,PayPal serves the settlement and not the village,FIN,"Banking, payments and digital financial exclusion",palestinians,"Triggered by Palestinian identity, ID, passport or origin, anywhere",primary,,PS,2016,2026,,4,5,yes,partial,500,30000,10,365,5,ngo,high,"The clearest single example of digital exclusion drawn along national lines rather than geographic ones: the same territory, two populations, one of which has payment services.",details/FIN-001.csv,5
FIN-002,Freelancing with no way to be paid,FIN,"Banking, payments and digital financial exclusion",palestinians,"Triggered by Palestinian identity, ID, passport or origin, anywhere",primary,,PS,2010,2026,,4,5,partial,partial,500,20000,0,0,5,journalism,medium,"Remote work is the obvious answer to a closed border. The payment layer is where it fails, and the failure is expensive rather than absolute.",details/FIN-002.csv,5
FIN-003,Compliance as a permanent surcharge,FIN,"Banking, payments and digital financial exclusion",palestinians,"Triggered by Palestinian identity, ID, passport or origin, anywhere",secondary,,*,2000,2026,,3,5,partial,no,300,30000,5,200,4,estimate,low,"For Palestinians abroad, financial life is not blocked so much as taxed - additional checks, delays, refused products and worse rates, indefinitely.",details/FIN-003.csv,4
FIN-004,An economy with somebody else's currency and customs,FIN,"Banking, payments and digital financial exclusion",under_occupation,"Faced by anyone living under the occupation, any gender",primary,,PS,1994,2026,,4,4,partial,partial,0,5000,0,0,4,estimate,low,"The Palestinian economy uses the shekel, and its import duties and VAT are collected by Israel and remitted - or withheld - as a political instrument.",details/FIN-004.csv,4
TEC-001,Held on 2G by spectrum allocation,TEC,"Telecom, spectrum and being held on 2G",under_occupation,"Faced by anyone living under the occupation, any gender",primary,,PS,1999,2026,,4,5,partial,partial,100,5000,0,0,4,official,high,Israel controls frequency allocation under the Oslo framework. Palestinian operators got a sliver of spectrum in 1999 and kept it while their subscriber base multiplied twentyfold.,details/TEC-001.csv,8
TEC-002,The blackout as an instrument,TEC,"Telecom, spectrum and being held on 2G",under_occupation,"Faced by anyone living under the occupation, any gender",primary,,PS,2023,2026,,5,4,yes,yes,0,2000,1,60,5,estimate,low,"Connectivity can be cut, and when it is, it removes the ability to call an ambulance, reach family, verify a rumour or document anything.",details/TEC-002.csv,4
TEC-003,Being surveilled as the default condition,TEC,"Telecom, spectrum and being held on 2G",under_occupation,"Faced by anyone living under the occupation, any gender",secondary,,PS,2000,2026,,4,5,partial,no,0,0,0,0,5,estimate,low,"Phone, movement, social media and facial recognition data are collected at a density that changes what people are willing to say and where they are willing to go.",details/TEC-003.csv,4
SIE-001,Water that is not drinkable,SIE,"Siege: water, power, fishing limits and the dual-use list",under_occupation,"Faced by anyone living under the occupation, any gender",primary,,PS,2007,2026,,5,5,yes,partial,100,2000,20,300,5,official,high,"Gaza's only natural water source has been over-pumped and contaminated to the point where almost none of it is fit to drink, and the fixes require imports that the closure restricts.",details/SIE-001.csv,7
SIE-002,Electricity by the hour,SIE,"Siege: water, power, fishing limits and the dual-use list",under_occupation,"Faced by anyone living under the occupation, any gender",primary,,PS,2007,2026,,5,5,partial,partial,200,3000,30,300,5,official,high,"A chronic deficit means power arrives in blocks and everything - study, refrigeration, medical equipment, water pumping - is scheduled around it.",details/SIE-002.csv,6
SIE-003,Fishing inside a line drawn offshore,SIE,"Siege: water, power, fishing limits and the dual-use list",under_occupation,"Faced by anyone living under the occupation, any gender",primary,,PS,2007,2026,,4,4,yes,partial,500,20000,0,0,4,ngo,high,"The fishing zone agreed at Oslo was 20 nautical miles. The enforced limit has been a fraction of that, which converts a fishing industry into a subsistence one.",details/SIE-003.csv,5
SIE-004,The list of things you may not import,SIE,"Siege: water, power, fishing limits and the dual-use list",under_occupation,"Faced by anyone living under the occupation, any gender",primary,,PS,2007,2026,,4,4,yes,partial,100,10000,14,365,5,ngo,high,"The clearest documented absurdity in the whole file: for three years almost everything was banned unless specifically permitted, and the permitted list was never published.",details/SIE-004.csv,8
SIE-005,Being blamed for the conditions the siege produced,SIE,"Siege: water, power, fishing limits and the dual-use list",under_occupation,"Faced by anyone living under the occupation, any gender",secondary,,PS,2007,2026,,4,5,no,partial,0,0,0,0,5,estimate,low,"Unemployment, aid dependency and a weak private sector are read abroad as evidence about Palestinians rather than as the measured outputs of a closure policy.",details/SIE-005.csv,5
REF-001,Thirty-nine professions you may not enter,REF,"Refugee status abroad: Lebanon, Jordan, Syria, the Gulf",palestinians,"Triggered by Palestinian identity, ID, passport or origin, anywhere",primary,,LB,1964,2026,,5,5,yes,no,5000,200000,365,14600,5,official,high,"In Lebanon, Palestinian refugees are barred from dozens of syndicated professions. The bar is not on ability or qualification; it is on the category the person was born into.",details/REF-001.csv,7
REF-002,Not being allowed to own the home you live in,REF,"Refugee status abroad: Lebanon, Jordan, Syria, the Gulf",palestinians,"Triggered by Palestinian identity, ID, passport or origin, anywhere",primary,,LB,2001,2026,,5,4,yes,no,10000,300000,0,0,5,legal,high,"Lebanon's 2001 property law bars Palestinians from owning real estate, using a formula that never names them.",details/REF-002.csv,6
REF-003,A status you inherit and cannot exit,REF,"Refugee status abroad: Lebanon, Jordan, Syria, the Gulf",palestinians,"Triggered by Palestinian identity, ID, passport or origin, anywhere",primary,,"LB,SY,EG,JO,*",1948,2026,,5,5,yes,no,0,0,0,0,5,official,high,"Host states have largely declined naturalisation as a matter of policy, and the status passes to children, so the condition compounds rather than resolving.",details/REF-003.csv,6
REF-004,"Being refused as a refugee, again",REF,"Refugee status abroad: Lebanon, Jordan, Syria, the Gulf",palestinians,"Triggered by Palestinian identity, ID, passport or origin, anywhere",secondary,,"EG,JO",2023,2026,,4,3,yes,no,0,0,0,0,5,journalism,high,"When displacement recurs, the neighbouring states publicly refuse to receive the displaced - which is itself a message received by the people being bombed.",details/REF-004.csv,4
DIA-001,A database built to stop you being employed,DIA,"Diaspora, speech and the professional cost of the identity",palestinians,"Triggered by Palestinian identity, ID, passport or origin, anywhere",primary,,"US,*",2015,2026,,5,4,partial,no,5000,300000,180,3650,5,journalism,high,"Doxxing operations publish profiles of students and academics with the explicitly stated purpose of preventing their future employment, and internally track firings as a performance metric.",details/DIA-001.csv,7
DIA-002,Being the designated explainer,DIA,"Diaspora, speech and the professional cost of the identity",palestinians,"Triggered by Palestinian identity, ID, passport or origin, anywhere",secondary,,*,2000,2026,,3,5,no,partial,0,0,0,0,5,estimate,low,"During any escalation, every colleague and acquaintance treats the nearest Palestinian as a spokesperson, an explanation service or a proxy defendant.",details/DIA-002.csv,5
DIA-003,The cost of a name on a CV,DIA,"Diaspora, speech and the professional cost of the identity",palestinians,"Triggered by Palestinian identity, ID, passport or origin, anywhere",secondary,,*,2000,2026,,4,5,partial,no,5000,200000,0,0,4,estimate,low,"Before any speech, the name alone does work in a hiring process, a tenancy application and a security clearance.",details/DIA-003.csv,4
DIA-004,"Sending money back, and what it takes",DIA,"Diaspora, speech and the professional cost of the identity",palestinians,"Triggered by Palestinian identity, ID, passport or origin, anywhere",secondary,,*,2000,2026,,3,5,partial,partial,1000,30000,0,0,5,estimate,low,"Remittance is the mechanism through which obligation, guilt and power are negotiated in a family split by a border - and the payment rails make it expensive and legally exposed.",details/DIA-004.csv,4
AIR-001,"The watchlist, and whose names are on it",AIR,"Airports abroad, screening and the watchlist",palestinians,"Triggered by Palestinian identity, ID, passport or origin, anywhere",primary,,US,2001,2026,,4,5,partial,partial,100,5000,5,120,5,ngo,medium,"Airport screening in the US runs on name-based watchlist matching. The best available analysis of the list's composition indicates it is overwhelmingly Muslim names, which makes 'random' additional screening statistically anything but.",details/AIR-001.csv,6
AIR-002,Held at the border with a valid visa,AIR,"Airports abroad, screening and the watchlist",palestinians,"Triggered by Palestinian identity, ID, passport or origin, anywhere",primary,,US,2020,2026,,5,3,yes,partial,500,20000,1,30,5,journalism,high,"A visa is permission to travel to a port of entry, not to enter. Recent cases show Palestinians with valid documents held for days, without counsel, with no reason given.",details/AIR-002.csv,6
AIR-003,Redress that does not redress,AIR,"Airports abroad, screening and the watchlist",palestinians,"Triggered by Palestinian identity, ID, passport or origin, anywhere",secondary,,US,2007,2026,,3,4,partial,partial,0,5000,60,730,4,official,medium,The official remedy for repeated wrongful screening is a complaint programme whose effectiveness is contested by the people who use it and by government auditors.,details/AIR-003.csv,5
AIR-004,The exit interview at your own departure,AIR,"Airports abroad, screening and the watchlist",palestinians,"Triggered by Palestinian identity, ID, passport or origin, anywhere",primary,,"IL,*",2000,2026,,4,4,partial,partial,50,2000,1,10,5,estimate,low,"Departing from Ben Gurion - for those few permitted - and from several regional airports involves an interrogation calibrated to origin, conducted in public, with luggage opened in front of the queue.",details/AIR-004.csv,5
NAM-001,A name with no correct spelling,NAM,"Names: transliteration, misspelling and identity mismatch",palestinians,"Triggered by Palestinian identity, ID, passport or origin, anywhere",primary,,*,2000,2026,,3,5,partial,partial,200,5000,30,730,5,official,high,"Arabic names have no single canonical Latin transliteration, so the same person's name is legitimately spelled several ways across her own documents - and every system that compares documents treats that as a discrepancy.",details/NAM-001.csv,6
NAM-002,The identity is frozen before you reach the airport,NAM,"Names: transliteration, misspelling and identity mismatch",palestinians,"Triggered by Palestinian identity, ID, passport or origin, anywhere",primary,,*,2009,2026,,4,4,yes,partial,200,3000,1,30,5,official,high,"Modern air travel locks a vetted identity at booking. A mismatch discovered later cannot be corrected at the gate, by anyone, for technical reasons.",details/NAM-002.csv,5
NAM-003,Being mistaken for someone,NAM,"Names: transliteration, misspelling and identity mismatch",palestinians,"Triggered by Palestinian identity, ID, passport or origin, anywhere",primary,,*,2001,2026,,4,3,partial,partial,500,20000,30,1095,5,estimate,low,A false positive against a watchlist or a sanctions list is not a brief inconvenience; it attaches to the person and reappears at every subsequent check.,details/NAM-003.csv,4
