issue_id,title,category,category_name,applies_to,applies_to_note,tier,scope_note,countries,era_start,era_end,era_note,severity_1_5,frequency_1_5,blocking,reversible,money_usd_low,money_usd_high,time_days_low,time_days_high,energy_1_5,evidence,confidence,summary,detail_file,detail_count
BOR-001,The deadliest land crossing in the world,BOR,"The border: crossing it, being turned around, dying on it",mexicans,"Triggered by Mexican nationality, passport or origin, anywhere",primary,,"US,MX",2000,2026,,5,4,yes,no,3000,20000,3,60,5,official,high,"The US-Mexico border is the most lethal overland migration route on record, and the lethality is a product of routing people into desert.",details/BOR-001.csv,6
BOR-002,Turned around at the bridge,BOR,"The border: crossing it, being turned around, dying on it",mexicans,"Triggered by Mexican nationality, passport or origin, anywhere",primary,,US,2000,2026,,4,4,yes,partial,100,5000,1,365,5,official,high,"A visa is permission to apply for entry, not permission to enter. The port-of-entry decision is final, unreviewable, and made in minutes.",details/BOR-002.csv,4
BOR-003,"Coming home, and the desk at that end too",BOR,"The border: crossing it, being turned around, dying on it",mexicans,"Triggered by Mexican nationality, passport or origin, anywhere",secondary,,MX,2000,2026,,3,4,partial,partial,50,2000,1,3,4,estimate,low,"Mexican customs and the return leg have their own discretion - the aduana button, the vehicle inspection, and the question of what he is bringing back.",details/BOR-003.csv,4
DEP-001,"Put down in a dangerous city, after dark",DEP,"Deportation, removal and being put down somewhere at night",mexican_men,Requires both Mexican nationality and being male,primary,,"US,MX",2000,2026,,5,4,yes,no,100,10000,1,180,5,ngo,high,"Deportation is not only removal; it is a delivery, to a specific place, at a specific hour. Newly deported men are a preferred target for kidnapping and extortion, and the timing of release is what makes them findable.",details/DEP-001.csv,8
DEP-002,Lateral repatriation: sent back somewhere you have never been,DEP,"Deportation, removal and being put down somewhere at night",mexican_men,Requires both Mexican nationality and being male,primary,,"US,MX",2000,2026,,4,4,partial,partial,50,1500,1,30,5,journalism,medium,"Being returned not to where you crossed or where you are from, but to whichever port is operationally convenient - which can be two thousand kilometres from anyone who knows you.",details/DEP-002.csv,4
DEP-003,The family that stays behind the line,DEP,"Deportation, removal and being put down somewhere at night",mexican_men,Requires both Mexican nationality and being male,primary,,"US,MX",2000,2026,,5,4,yes,no,2000,200000,365,7300,5,estimate,low,"Removal separates a household across a border one half cannot cross and the other half cannot re-enter, indefinitely.",details/DEP-003.csv,5
VET-001,"Served, then deported",VET,"Deported veterans: served, then removed",mexican_men,Requires both Mexican nationality and being male,primary,,"US,MX",2000,2026,,5,2,yes,partial,1000,100000,365,10950,5,journalism,high,"Lawful permanent residents who served in the US military, were told service meant citizenship, and were removed anyway - frequently for offences connected to untreated service injuries.",details/VET-001.csv,8
STA-001,The undocumented years,STA,"Status in the US: the undocumented years, DACA, the waiting",mexican_men,Requires both Mexican nationality and being male,primary,,US,2000,2026,,5,5,partial,partial,1000,100000,365,10950,5,estimate,low,"Living and working for a decade or more with no status: paying tax, raising citizens, and being removable at any moment for the whole period.",details/STA-001.csv,5
STA-002,Status that can be cancelled by announcement,STA,"Status in the US: the undocumented years, DACA, the waiting",mexicans,"Triggered by Mexican nationality, passport or origin, anywhere",primary,,US,2012,2026,,5,4,partial,partial,500,50000,180,3650,5,estimate,low,"DACA, TPS and parole are revocable programmes rather than status. People build lives on them and the ground can be withdrawn by policy change rather than by anything they did.",details/STA-002.csv,4
STA-003,"Detained, with no right to a lawyer",STA,"Status in the US: the undocumented years, DACA, the waiting",mexican_men,Requires both Mexican nationality and being male,primary,,US,2000,2026,,5,4,yes,partial,1500,40000,7,730,5,legal,high,"Immigration detention is civil, not criminal - which means no public defender, no right to appointed counsel, and detention in a facility that may be a thousand miles from any family.",details/STA-003.csv,5
WRK-001,The visa that belongs to the employer,WRK,"Work abroad: wage theft, the sponsor, the day-labour corner",mexican_men,Requires both Mexican nationality and being male,primary,,US,2000,2026,,5,4,yes,partial,500,20000,90,365,5,official,high,"H-2A and H-2B visas are tied to a single employer. Leaving a bad job means leaving the country, which is the entire leverage.",details/WRK-001.csv,6
WRK-002,"The corner, and being paid at the end of the day or not",WRK,"Work abroad: wage theft, the sponsor, the day-labour corner",mexican_men,Requires both Mexican nationality and being male,primary,,US,2000,2026,,4,5,partial,partial,80,5000,1,90,5,estimate,low,"Day labour: hired from a street corner by a stranger in a truck, with no contract, no record, and no way to enforce payment.",details/WRK-002.csv,4
WRK-003,"Named on the CV, before anyone reads it",WRK,"Work abroad: wage theft, the sponsor, the day-labour corner",mexicans,"Triggered by Mexican nationality, passport or origin, anywhere",secondary,,"US,*",2000,2026,,4,5,partial,partial,2000,100000,30,730,5,estimate,low,"Name-based screening in hiring, and the accent on the phone.",details/WRK-003.csv,4
OCC-001,The highest workplace death rate of any group,OCC,"The body at work: injury, heat, height, and what it costs",mexican_men,Requires both Mexican nationality and being male,primary,,US,2000,2026,,5,4,partial,no,0,500000,1,3650,5,official,high,"Hispanic and Latino workers in the US have had the highest fatal injury rate of any group for eight consecutive years, and most of those deaths are foreign-born men.",details/OCC-001.csv,5
OCC-002,Back pain as an occupational outcome,OCC,"The body at work: injury, heat, height, and what it costs",mexican_men,Requires both Mexican nationality and being male,primary,,US,2000,2026,,4,5,partial,partial,200,30000,30,3650,5,official,high,"The brief asked about back pain specifically. It is measured in Latino manual workers, and the association with job precariousness - not just lifting - is the finding that matters.",details/OCC-002.csv,7
OCC-003,Heat,OCC,"The body at work: injury, heat, height, and what it costs",mexican_men,Requires both Mexican nationality and being male,secondary,,"US,MX",2000,2026,,4,4,partial,partial,100,50000,1,365,5,estimate,low,"Outdoor work in rising temperatures, with water, shade and rest breaks contested rather than guaranteed.",details/OCC-003.csv,4
REM-001,"Sixty billion dollars, and what it costs to send it",REM,"Remittances: the money sent, and what sending it costs",mexicans,"Triggered by Mexican nationality, passport or origin, anywhere",primary,,"MX,US",2000,2026,,3,5,no,partial,50,3000,1,30,3,official,high,"Remittances are the visible product of the whole arrangement. The flow is enormous, the fees are a levy on the poorest transfers, and in 2025 it fell for the first time in over a decade.",details/REM-001.csv,6
REM-002,"The one who left, and what he is now for",REM,"Remittances: the money sent, and what sending it costs",mexican_men,Requires both Mexican nationality and being male,secondary,,"MX,US",2000,2026,,4,4,no,partial,0,20000,365,7300,5,estimate,low,Being the household's income from a distance reorganises a man's place in his own family into a function.,details/REM-002.csv,4
ECO-001,More than half the workforce is informal,ECO,"The informal economy, the wage, and the length of the day",in_mexico,"Faced by anyone living in Mexico, any gender",primary,,MX,2000,2026,,4,5,partial,partial,500,20000,365,10950,4,official,high,"Informality is not a fringe - it is the majority condition of Mexican work, and it means no contract, no social security and no pension.",details/ECO-001.csv,4
ECO-002,Second in the OECD for hours worked,ECO,"The informal economy, the wage, and the length of the day",in_mexico,"Faced by anyone living in Mexico, any gender",primary,,MX,2000,2026,,4,5,partial,partial,0,5000,365,10950,5,official,high,"The Mexican working year is among the longest in the developed world, which is the hidden term in every comparison of Mexican wages to anyone else's.",details/ECO-002.csv,4
VIO-001,Nine in ten of the dead are men,VIO,"Homicide and armed violence, and who it actually kills",mexican_men,Requires both Mexican nationality and being male,primary,,MX,1990,2026,,5,5,partial,no,0,200000,1,10950,5,official,high,Mexican homicide is overwhelmingly the killing of young men. The figure is stable across three decades and is the single most important number in this dataset.,details/VIO-001.csv,8
VIO-002,Being the demographic,VIO,"Homicide and armed violence, and who it actually kills",mexican_men,Requires both Mexican nationality and being male,secondary,,MX,2000,2026,,4,5,partial,partial,50,10000,1,1095,5,estimate,low,"A young man in certain states is read by police, employers, landlords and border officers as a member of a category before he is read as a person - by the same statistics that describe him as the likeliest victim.",details/VIO-002.csv,4
VIO-003,The reporter who is killed for the story,VIO,"Homicide and armed violence, and who it actually kills",in_mexico,"Faced by anyone living in Mexico, any gender",primary,,MX,2000,2026,,5,3,partial,no,0,100000,1,7300,5,ngo,high,"Mexico is repeatedly ranked among the deadliest countries on earth for journalists, and the killing is mostly unsolved.",details/VIO-003.csv,4
DES-001,"Over a hundred thousand people, not found",DES,"Disappearance, the searching, and the graves",mexican_men,Requires both Mexican nationality and being male,primary,,MX,2006,2026,,5,4,yes,no,500,100000,365,10950,5,official,high,"Mexico's registry of disappeared and missing persons is among the largest in the world outside active warfare, and roughly three quarters of it is men.",details/DES-001.csv,7
DES-002,The mothers who dig,DES,"Disappearance, the searching, and the graves",in_mexico,"Faced by anyone living in Mexico, any gender",primary,,MX,2010,2026,,5,4,partial,no,200,20000,365,7300,5,ngo,high,"Because the state does not search effectively, families - mostly mothers and sisters of missing men - search themselves, with rods and shovels, and find the graves.",details/DES-002.csv,4
DES-003,"Ayotzinapa: forty-three, and a state that lied about it",DES,"Disappearance, the searching, and the graves",mexican_men,Requires both Mexican nationality and being male,primary,,MX,2014,2026,,5,1,yes,no,0,50000,3650,10950,5,official,high,"The disappearance of 43 male students in 2014, the fabricated official account, and a decade of confirmed obstruction - the case that demonstrates what happens when a disappearance is too big to bury.",details/DES-003.csv,5
CAR-001,The job advertisement that is a trap,CAR,"Cartels: recruitment, forced labour and the fake job ad",mexican_men,Requires both Mexican nationality and being male,primary,,MX,2015,2026,,5,3,yes,no,0,100000,1,3650,5,journalism,high,Forced recruitment of young men through fake job postings offering security work at above-market pay - the mechanism uncovered at Teuchitlán in 2025.,details/CAR-001.csv,8
CAR-002,Taxed by whoever holds the road,CAR,"Cartels: recruitment, forced labour and the fake job ad",in_mexico,"Faced by anyone living in Mexico, any gender",primary,,MX,2006,2026,,5,4,partial,partial,100,50000,1,365,5,estimate,low,Territorial control exercised as a levy on movement and trade - the closest thing in this dataset to the brief's word 'occupied'.,details/CAR-002.csv,4
MIG-001,"La Bestia, and being cargo",MIG,"Transit through Mexico: the train, the kidnap, the ransom",men,Triggered by being male,primary,,MX,2000,2026,,5,4,partial,no,200,15000,7,180,5,estimate,low,"Transit migrants riding freight trains through Mexico - mostly young men - exposed to mutilation, kidnapping and extortion along the whole length of the country.",details/MIG-001.csv,4
MIG-002,San Fernando: two hundred and sixty-five people,MIG,"Transit through Mexico: the train, the kidnap, the ransom",men,Triggered by being male,primary,,MX,2010,2026,,5,1,yes,no,0,20000,1,5475,5,journalism,high,"The 2010 and 2011 massacres in Tamaulipas, the police involvement, and the fact that they remain effectively unpunished.",details/MIG-002.csv,4
MIG-003,"The migrants who are not Mexican, in Mexico",MIG,"Transit through Mexico: the train, the kidnap, the ransom",in_mexico,"Faced by anyone living in Mexico, any gender",secondary,,MX,2015,2026,,3,4,partial,partial,500,20000,7,730,4,estimate,low,"Mexico as a transit and now destination country, including flows the brief asked about from outside the Americas.",details/MIG-003.csv,3
POL-001,Beaten into saying it,POL,"Police, military, torture and arbitrary detention",mexican_men,Requires both Mexican nationality and being male,primary,,MX,2006,2026,,5,4,yes,no,500,50000,1,3650,5,official,high,"Torture and ill-treatment in Mexican custody is not anecdotal - it has been measured by the national statistics institute, in a survey of the prison population, and the numbers are extraordinary.",details/POL-001.csv,6
POL-002,The soldier doing police work,POL,"Police, military, torture and arbitrary detention",in_mexico,"Faced by anyone living in Mexico, any gender",primary,,MX,2006,2026,,4,5,partial,partial,0,30000,1,365,5,estimate,low,"Two decades of military deployment for domestic public security, with troops trained for war carrying out stops, searches and arrests.",details/POL-002.csv,4
POL-003,"Reporting a crime, and what it costs to bother",POL,"Police, military, torture and arbitrary detention",in_mexico,"Faced by anyone living in Mexico, any gender",primary,,MX,2000,2026,,4,5,partial,partial,20,5000,1,365,5,official,high,"The cifra negra: the overwhelming majority of crime in Mexico is never reported, and the reason is a rational assessment of what reporting achieves.",details/POL-003.csv,3
POL-004,Arraigo and being held before being charged,POL,"Police, military, torture and arbitrary detention",mexican_men,Requires both Mexican nationality and being male,secondary,,MX,2000,2026,,5,3,yes,partial,500,30000,30,90,5,legal,medium,"Pre-charge detention for investigation, long criticised internationally, which inverts the normal sequence of accusation and evidence.",details/POL-004.csv,4
JUS-001,Imprisoned without a sentence,JUS,"The justice system: pretrial detention, arraigo, the prison",mexican_men,Requires both Mexican nationality and being male,primary,,MX,2008,2026,,5,4,yes,partial,1000,60000,180,2555,5,official,high,Automatic pretrial detention - prisión preventiva oficiosa - jails people on the category of the accusation rather than on any individual assessment. Roughly half of Mexico's unsentenced prisoners are held this way.,details/JUS-001.csv,6
JUS-002,The overcrowded cell,JUS,"The justice system: pretrial detention, arraigo, the prison",mexican_men,Requires both Mexican nationality and being male,primary,,MX,2000,2026,,5,4,yes,partial,500,40000,180,7300,5,official,high,"Mexican prisons at record population with overcrowding concentrated in a subset of facilities, holding a population that is over 90% male.",details/JUS-002.csv,3
JUS-003,A record that closes the rest of his life,JUS,"The justice system: pretrial detention, arraigo, the prison",mexican_men,Requires both Mexican nationality and being male,secondary,,MX,2000,2026,,4,4,yes,partial,20,20000,1,3650,5,estimate,low,"Carta de no antecedentes penales: the certificate of no criminal record, demanded for formal work, which converts one prosecution into permanent exclusion.",details/JUS-003.csv,4
MIL-001,The ball draw,MIL,"Conscription: the ball draw, and the year the state takes",mexican_men,Requires both Mexican nationality and being male,primary,,MX,2000,2026,,3,5,partial,partial,20,500,13,120,3,official,high,"Mexico conscripts by lottery, and only men are obliged to enter it. A year of Saturdays is allocated by drawing a coloured ball from a drum - one of the few hurdles in any of these datasets that applies to men and only men, explicitly, by law.",details/MIL-001.csv,6
EXT-001,Cobro de piso: paying to be allowed to trade,EXT,"Extortion, cobro de piso and the trades that get taxed",in_mexico,"Faced by anyone living in Mexico, any gender",primary,,MX,2006,2026,,5,5,partial,partial,300,30000,1,365,5,ngo,high,"A weekly levy on small businesses, enforced by threat, which falls on the trades men predominantly run - shops, transport, farms, workshops.",details/EXT-001.csv,6
EXT-002,The trades that get taxed,EXT,"Extortion, cobro de piso and the trades that get taxed",mexican_men,Requires both Mexican nationality and being male,secondary,,MX,2006,2026,,4,4,partial,partial,300,50000,1,365,5,estimate,low,"Extortion is sector-specific: the businesses with visible daily cash, fixed premises or predictable routes, which are disproportionately run and staffed by men.",details/EXT-002.csv,5
REP-001,Bad hombres,REP,Being read as a criminal before you speak,mexican_men,Requires both Mexican nationality and being male,primary,,US,2015,2026,,5,5,partial,partial,500,50000,1,7300,5,estimate,low,"A national political vocabulary that names Mexican men specifically as criminal, and the ordinary consequences of being the referent of a phrase everybody has heard.",details/REP-001.csv,4
REP-002,Priced into the dating market,REP,Being read as a criminal before you speak,mexican_men,Requires both Mexican nationality and being male,secondary,,US,2009,2026,,3,5,partial,partial,0,5000,365,7300,5,official,medium,"The brief asked about men who are not dated because of what they are. There is measured platform data on this, and it is one of the better-evidenced rows in the psychological section.",details/REP-002.csv,6
REP-003,Being suspected at every counter,REP,Being read as a criminal before you speak,mexicans,"Triggered by Mexican nationality, passport or origin, anywhere",secondary,,*,2000,2026,,3,5,partial,partial,100,15000,1,365,5,estimate,low,"The cumulative administrative cost of being treated as a probable problem by banks, landlords, employers and officials.",details/REP-003.csv,4
REP-004,"The deported man, at home",REP,Being read as a criminal before you speak,mexican_men,Requires both Mexican nationality and being male,primary,,MX,2000,2026,,4,4,partial,partial,200,20000,90,3650,5,journalism,high,"Return is not relief. Deportees are marked in Mexico - by accent, by tattoos, by the fact of having been sent back - and the stigma has a word.",details/REP-004.csv,6
DIS-001,The pigmentocracy at home,DIS,"Discrimination inside Mexico: skin, class and language",in_mexico,"Faced by anyone living in Mexico, any gender",primary,,MX,2000,2026,,4,5,partial,no,1000,100000,365,18250,5,official,high,"Skin tone predicts schooling and earnings inside Mexico, measurably and substantially. Discrimination against Mexican men does not begin at the border.",details/DIS-001.csv,6
DIS-002,"Indigenous, and that being a sentence",DIS,"Discrimination inside Mexico: skin, class and language",in_mexico,"Faced by anyone living in Mexico, any gender",primary,,MX,2000,2026,,5,4,partial,partial,500,50000,365,10950,5,estimate,low,"Indigenous Mexican men face compounded exclusion - language, documentation, land, and the internal agricultural migration circuit.",details/DIS-002.csv,4
DIS-003,The Chinese in Mexico: a massacre and an expulsion,DIS,"Discrimination inside Mexico: skin, class and language",in_mexico,"Faced by anyone living in Mexico, any gender",secondary,,MX,1911,1934,Historical; included deliberately.,5,1,yes,no,0,100000,1,7300,5,official,high,"The brief asked for weird, rare and non-obvious material. Mexico's own history of racial violence and mass expulsion is little known and well documented, and it complicates any simple account of who is excluded by whom.",details/DIS-003.csv,5
NAM-001,Two surnames and a system with one box,NAM,"Names, surnames, screening and identity mismatch",mexicans,"Triggered by Mexican nationality, passport or origin, anywhere",primary,,*,2000,2026,,3,5,partial,partial,50,8000,1,365,5,estimate,low,"Mexican naming convention meets foreign database design, and the result is a man who does not match himself across records.",details/NAM-001.csv,4
NAM-002,Sharing a name with somebody,NAM,"Names, surnames, screening and identity mismatch",mexicans,"Triggered by Mexican nationality, passport or origin, anywhere",secondary,,"US,*",2000,2026,,4,4,partial,partial,100,10000,1,1095,5,estimate,low,Common surnames plus watchlist matching produces men who are repeatedly stopped for someone else's record.,details/NAM-002.csv,4
ARB-001,"The officer who decided, and the one who would not have",ARB,"Discretion, clerical error and the officer who decided",mexicans,"Triggered by Mexican nationality, passport or origin, anywhere",primary,,*,2000,2026,,4,5,yes,partial,200,20000,1,1095,5,estimate,low,Identical facts producing opposite outcomes depending on who is at the window - the defining experience of discretionary systems.,details/ARB-001.csv,4
ARB-002,The clerical error that becomes your record,ARB,"Discretion, clerical error and the officer who decided",mexicans,"Triggered by Mexican nationality, passport or origin, anywhere",secondary,,*,2000,2026,,4,4,partial,partial,100,15000,30,2555,5,estimate,low,"A wrong keystroke in an official system, and the years spent proving the system is wrong about you.",details/ARB-002.csv,3
MEN-001,Four times more likely to kill himself,MEN,"Being male: help-seeking, machismo, and dying of it",mexican_men,Requires both Mexican nationality and being male,primary,,MX,1990,2026,,5,3,partial,no,0,50000,1,10950,5,official,high,"Male suicide in Mexico runs at roughly four times the female rate, against a rising national trend - and the norms that produce it are the same ones that prevent him mentioning it.",details/MEN-001.csv,3
MEN-002,"Machismo, measured",MEN,"Being male: help-seeking, machismo, and dying of it",mexican_men,Requires both Mexican nationality and being male,primary,,"MX,US",2000,2026,,4,5,partial,partial,100,30000,365,10950,5,official,medium,"The cultural expectation is not a cliché - it has been operationalised, measured, and associated with depression and reduced help-seeking, with effect sizes.",details/MEN-002.csv,5
MEN-003,Not being read as a victim,MEN,"Being male: help-seeking, machismo, and dying of it",men,Triggered by being male,primary,,"MX,*",2000,2026,,4,5,partial,partial,500,50000,1,7300,5,estimate,low,"The structural counterpart of VIO-001: men are the overwhelming majority of the killed and disappeared, and the least likely to be treated as victims by institutions, media or asylum systems.",details/MEN-003.csv,6
MEN-004,The provider who cannot provide,MEN,"Being male: help-seeking, machismo, and dying of it",mexican_men,Requires both Mexican nationality and being male,secondary,,"MX,US",2000,2026,,4,5,partial,partial,500,50000,90,7300,5,estimate,low,"Where a man's standing rests on supporting a household, unemployment, injury or deportation is not a financial event but an identity one.",details/MEN-004.csv,4
HLT-001,Informality means no health coverage,HLT,"The health system, and the illnesses that arrive early",in_mexico,"Faced by anyone living in Mexico, any gender",primary,,MX,2000,2026,,4,5,partial,partial,100,30000,1,365,5,official,high,"Because more than half of Mexican work is informal, more than half of Mexican workers are outside the contributory health system - and the replacement schemes keep being restructured.",details/HLT-001.csv,4
HLT-002,Illnesses that arrive twenty years early,HLT,"The health system, and the illnesses that arrive early",in_mexico,"Faced by anyone living in Mexico, any gender",secondary,,MX,2000,2026,,5,5,partial,partial,500,60000,365,10950,5,estimate,low,"Diabetes, kidney disease and cardiovascular illness at ages that would be unusual elsewhere, in a population doing heavy physical work.",details/HLT-002.csv,4
HLT-003,Treatment he will not seek,HLT,"The health system, and the illnesses that arrive early",mexican_men,Requires both Mexican nationality and being male,secondary,,"MX,US",2000,2026,,4,5,partial,partial,200,50000,1,3650,5,official,medium,"Male under-use of preventive and primary care, compounded by language, cost and immigration fear where he is abroad.",details/HLT-003.csv,3
PSY-001,The arithmetic that never stops,PSY,"Psychological and social load, and what it costs downstream",mexican_men,Requires both Mexican nationality and being male,secondary,,*,2000,2026,,4,5,partial,partial,0,30000,365,10950,5,estimate,low,"Continuous background computation - status, money, risk, who is behind him, what the officer will ask - running underneath every ordinary task.",details/PSY-001.csv,4
PSY-002,Not being able to plan,PSY,"Psychological and social load, and what it costs downstream",mexicans,"Triggered by Mexican nationality, passport or origin, anywhere",secondary,,*,2000,2026,,4,5,partial,partial,500,50000,365,10950,5,estimate,low,"Where status, safety and income are all revocable at short notice, long-horizon planning stops being rational - which is then read as fecklessness.",details/PSY-002.csv,4
PSY-003,Being the threat in the room,PSY,"Psychological and social load, and what it costs downstream",mexican_men,Requires both Mexican nationality and being male,secondary,,"US,*",2000,2026,,4,5,partial,partial,0,20000,1,10950,5,estimate,low,"The daily management of other people's fear of him, and what continuous self-monitoring costs.",details/PSY-003.csv,4
PSY-004,Enforcement fear as an ambient condition,PSY,"Psychological and social load, and what it costs downstream",mexican_men,Requires both Mexican nationality and being male,secondary,,US,2000,2026,,5,5,partial,partial,100,30000,1,7300,5,estimate,low,"The fear of a raid or a stop operates on whole communities including citizens, and changes behaviour far beyond the people actually removable.",details/PSY-004.csv,4
PSY-005,What it takes out of the work,PSY,"Psychological and social load, and what it costs downstream",mexican_men,Requires both Mexican nationality and being male,secondary,,*,2000,2026,,4,5,partial,partial,2000,100000,365,10950,5,estimate,low,The brief asked specifically about efficiency and growth. This is the row that says what the load does to output and to a career.,details/PSY-005.csv,6
PSY-006,Divided across a line,PSY,"Psychological and social load, and what it costs downstream",mexican_men,Requires both Mexican nationality and being male,secondary,,"MX,US",2000,2026,,4,5,partial,partial,500,50000,365,10950,5,estimate,low,"Living in one country with the people he loves in another, permanently, and what that does over decades.",details/PSY-006.csv,4
SOM-001,"Stress in the body, and the male-specific finding",SOM,Somatic: what the load does to the body,mexican_men,Requires both Mexican nationality and being male,primary,,US,2000,2026,,4,5,partial,partial,500,50000,365,10950,5,official,medium,"The physiological cost of chronic stress is measurable as allostatic load - and in the largest Latino health study, the association held for men and not for women.",details/SOM-001.csv,6
SOM-002,Depression arriving as a physical complaint,SOM,Somatic: what the load does to the body,mexican_men,Requires both Mexican nationality and being male,secondary,,"MX,US",2000,2026,,4,5,partial,partial,200,30000,90,3650,5,estimate,low,"Where distress cannot be named, it presents to a doctor as pain, fatigue or stomach trouble - and is treated as those things.",details/SOM-002.csv,4
SOM-003,Sleep,SOM,Somatic: what the load does to the body,mexican_men,Requires both Mexican nationality and being male,secondary,,"MX,US",2000,2026,,4,5,partial,partial,200,40000,365,10950,5,estimate,low,"Short sleep as the common pathway through which long hours, second jobs, pain and vigilance convert into everything else.",details/SOM-003.csv,3
